Site Area (square meters),Water Consumption (liters/day),Recycling Rate (%),Utilisation Rate (%),Air Quality Index (AQI),Issue Resolution Time (hours),Resident Count (number of people),Structure Type_Industrial,Structure Type_Mixed-use,Structure Type_Residential,Electricity Cost (USD/month)
0.14584057326532074,0.5317968470822176,-1.3672256427525864,-0.22988175443254863,-0.40899937776012785,0.7019107149994416,0.0885822903074034,-0.33038603114760284,1.9457419156224047,-0.7999053422466071,2311.0
-1.6996974223765537,-1.1984373721905646,-1.0242608598494576,-1.6976176658178108,-1.1480912297615622,0.7504691215056472,-0.4144930178893123,-0.33038603114760284,1.9457419156224047,-0.7999053422466071,898.0
-0.913634942751311,-0.6935828743329744,-0.25259009831741797,-1.5508440746792844,0.2613397438225684,-0.41493263464328617,0.14553421199005045,-0.33038603114760284,-0.5139427752318938,1.2501479202419237,1856.0
-1.4488098918242283,-1.1137269742858193,1.1621396311579881,0.4061371405010649,-0.2886820995273362,1.2360531865677027,-0.13922539642318482,-0.33038603114760284,-0.5139427752318938,1.2501479202419237,1667.0
0.7167456350484763,0.002600280861195105,1.3764926204724435,0.21043901898303,0.3988452046600446,-1.3861007647673973,1.3984764890082857,-0.33038603114760284,-0.5139427752318938,1.2501479202419237,3806.0
-0.6052685352303412,-0.21891254124604065,0.647692456803295,-0.8169761189866535,-0.5808812038069731,-1.531775984286014,0.9333691286000014,-0.33038603114760284,-0.5139427752318938,1.2501479202419237,2462.0
-1.6989206807958965,-1.1093454019804017,0.7763042503919683,0.3572126101215562,1.5848298043832765,1.430286812592525,-0.8036644827207339,-0.33038603114760284,-0.5139427752318938,-0.7999053422466071,1599.0
-1.1163644953028804,-0.726201245939974,-1.4958374363412597,1.5803258696092746,0.9488670480099493,0.4105602759622083,-0.8036644827207339,-0.33038603114760284,-0.5139427752318938,-0.7999053422466071,2062.0
0.7555827140813441,-0.09428115122526624,0.21898647817438405,-0.5723534670891098,1.4473243435458003,0.1677682434311805,-0.8036644827207339,3.0267623498683616,-0.5139427752318938,-0.7999053422466071,3875.0
1.2736693483797996,-0.026123359807655247,-0.0811077068658536,1.1889296265732048,-0.49494029078355045,1.430286812592525,-0.10125744863475346,-0.33038603114760284,-0.5139427752318938,1.2501479202419237,3834.0
-0.36292516206524655,0.0775738514205672,-0.4240724897689824,0.8953824442961523,-1.268408507994354,-0.9976335127177529,0.5347056768214721,-0.33038603114760284,-0.5139427752318938,1.2501479202419237,3097.0
-0.09572605831911656,-0.7841353686449434,-1.667319827792824,-1.6976176658178108,0.08945791777572322,1.5759620321111416,0.6201335593454427,-0.33038603114760284,-0.5139427752318938,1.2501479202419237,2671.0
-0.32331134145172147,-0.27635982258374137,-1.0671314577123487,-0.523428936709601,-0.87308030808661,-0.9490751062115473,-0.613824743778577,-0.33038603114760284,-0.5139427752318938,1.2501479202419237,2081.0
-0.48565033180910855,-0.403425419440859,-1.0242608598494576,0.8464579139166436,0.5879152133115743,-0.754841480186725,-0.07278148779342992,-0.33038603114760284,1.9457419156224047,-0.7999053422466071,2295.0
-1.1373365179806292,-0.6429513721370348,1.505104414061117,-0.523428936709601,-0.3058702821320207,-1.4832175777798084,-0.8036644827207339,-0.33038603114760284,-0.5139427752318938,-0.7999053422466071,1254.0
-1.6313441632787067,-0.8571615737352408,1.0763984354322058,1.6292503999887833,-1.4231021514365145,-0.8519582931991362,-0.8036644827207339,-0.33038603114760284,-0.5139427752318938,-0.7999053422466071,1574.0
-1.6530929275371125,-1.1984373721905646,1.7194574033755723,0.01474089746499504,0.8973025001958956,-0.12358219560605285,-0.8036644827207339,3.0267623498683616,-0.5139427752318938,-0.7999053422466071,1626.0
1.5362080026419855,0.745520207313155,1.4193632183353346,-0.42557987595058355,0.02070518735698514,-0.5606078541619028,-0.8036644827207339,-0.33038603114760284,-0.5139427752318938,-0.7999053422466071,3896.0
1.0802606947961184,0.10240276115126837,0.3904688696259484,0.01474089746499504,0.38165702205536006,-1.1433087322363695,-0.7087446132496554,-0.33038603114760284,1.9457419156224047,-0.7999053422466071,3271.0
